theta_deg,F1,FC_E,FC_H,F_E,F_H
2.64707,0.999466,0.954248,0.973888,0.953739,0.973368
2.65279,0.999464,0.954052,0.973776,0.953541,0.973254
2.65852,0.999462,0.953857,0.973664,0.953343,0.973140
2.66425,0.999460,0.953661,0.973551,0.953145,0.973025
2.66998,0.999457,0.953464,0.973438,0.952946,0.972910
2.67571,0.999455,0.953267,0.973326,0.952747,0.972795
2.68144,0.999453,0.953070,0.973212,0.952548,0.972680
2.68717,0.999450,0.952872,0.973099,0.952348,0.972564
2.69290,0.999448,0.952674,0.972985,0.952148,0.972448
2.69863,0.999446,0.952475,0.972872,0.951947,0.972332
2.70436,0.999443,0.952276,0.972757,0.951746,0.972216
2.71009,0.999441,0.952077,0.972643,0.951545,0.972099
2.71582,0.999438,0.951877,0.972529,0.951343,0.971982
2.72155,0.999436,0.951677,0.972414,0.951140,0.971865
2.72728,0.999434,0.951477,0.972299,0.950938,0.971748
2.73301,0.999431,0.951276,0.972184,0.950735,0.971631
2.73874,0.999429,0.951074,0.972068,0.950531,0.971513
2.74447,0.999427,0.950873,0.971952,0.950327,0.971395
2.75020,0.999424,0.950671,0.971837,0.950123,0.971277
2.75593,0.999422,0.950468,0.971720,0.949919,0.971158
2.76166,0.999419,0.950265,0.971604,0.949713,0.971040
2.76739,0.999417,0.950062,0.971487,0.949508,0.970921
2.77312,0.999414,0.949858,0.971371,0.949302,0.970802
2.77885,0.999412,0.949654,0.971253,0.949096,0.970682
2.78457,0.999410,0.949450,0.971136,0.948889,0.970563
2.79030,0.999407,0.949245,0.971019,0.948682,0.970443
2.79603,0.999405,0.949040,0.970901,0.948475,0.970323
2.80176,0.999402,0.948834,0.970783,0.948267,0.970203
2.80749,0.999400,0.948628,0.970665,0.948059,0.970082
2.81322,0.999397,0.948422,0.970546,0.947850,0.969961
2.81895,0.999395,0.948215,0.970428,0.947641,0.969840
2.82468,0.999393,0.948008,0.970309,0.947432,0.969719
2.83041,0.999390,0.947800,0.970189,0.947222,0.969598
2.83614,0.999388,0.947592,0.970070,0.947012,0.969476
2.84187,0.999385,0.947384,0.969950,0.946801,0.969354
2.84760,0.999383,0.947175,0.969831,0.946590,0.969232
2.85333,0.999380,0.946966,0.969711,0.946379,0.969109
2.85906,0.999378,0.946756,0.969590,0.946167,0.968987
2.86479,0.999375,0.946546,0.969470,0.945955,0.968864
2.87052,0.999373,0.946336,0.969349,0.945742,0.968741
2.87625,0.999370,0.946125,0.969228,0.945529,0.968617
2.88198,0.999368,0.945914,0.969107,0.945316,0.968494
2.88771,0.999365,0.945702,0.968985,0.945102,0.968370
2.89344,0.999363,0.945490,0.968864,0.944888,0.968246
2.89917,0.999360,0.945278,0.968742,0.944673,0.968122
2.90490,0.999358,0.945065,0.968620,0.944458,0.967997
2.91063,0.999355,0.944852,0.968497,0.944243,0.967873
2.91636,0.999352,0.944639,0.968375,0.944027,0.967748
2.92208,0.999350,0.944425,0.968252,0.943811,0.967622
2.92781,0.999347,0.944211,0.968129,0.943595,0.967497
2.93354,0.999345,0.943996,0.968005,0.943378,0.967371
2.93927,0.999342,0.943781,0.967882,0.943160,0.967245
2.94500,0.999340,0.943566,0.967758,0.942943,0.967119
2.95073,0.999337,0.943350,0.967634,0.942725,0.966993
2.95646,0.999335,0.943134,0.967510,0.942506,0.966866
2.96219,0.999332,0.942917,0.967386,0.942287,0.966739
2.96792,0.999329,0.942700,0.967261,0.942068,0.966612
2.97365,0.999327,0.942483,0.967136,0.941848,0.966485
2.97938,0.999324,0.942265,0.967011,0.941628,0.966357
2.98511,0.999322,0.942047,0.966886,0.941408,0.966230
2.99084,0.999319,0.941828,0.966760,0.941187,0.966102
2.99657,0.999316,0.941609,0.966634,0.940966,0.965974
3.00230,0.999314,0.941390,0.966508,0.940744,0.965845
3.00803,0.999311,0.941170,0.966382,0.940522,0.965716
3.01376,0.999308,0.940950,0.966256,0.940300,0.965587
3.01949,0.999306,0.940730,0.966129,0.940077,0.965458
3.02522,0.999303,0.940509,0.966002,0.939854,0.965329
3.03095,0.999301,0.940288,0.965875,0.939630,0.965199
3.03668,0.999298,0.940066,0.965747,0.939406,0.965069
3.04241,0.999295,0.939844,0.965620,0.939182,0.964939
3.04814,0.999293,0.939622,0.965492,0.938957,0.964809
3.05387,0.999290,0.939399,0.965364,0.938732,0.964678
3.05959,0.999287,0.939176,0.965236,0.938507,0.964548
3.06532,0.999285,0.938952,0.965107,0.938281,0.964417
3.07105,0.999282,0.938728,0.964978,0.938054,0.964285
3.07678,0.999279,0.938504,0.964849,0.937828,0.964154
3.08251,0.999277,0.938279,0.964720,0.937601,0.964022
3.08824,0.999274,0.938054,0.964591,0.937373,0.963890
3.09397,0.999271,0.937829,0.964461,0.937145,0.963758
3.09970,0.999268,0.937603,0.964331,0.936917,0.963626
3.10543,0.999266,0.937377,0.964201,0.936688,0.963493
3.11116,0.999263,0.937150,0.964071,0.936459,0.963360
3.11689,0.999260,0.936923,0.963940,0.936230,0.963227
3.12262,0.999258,0.936696,0.963809,0.936000,0.963094
3.12835,0.999255,0.936468,0.963678,0.935770,0.962960
3.13408,0.999252,0.936240,0.963547,0.935540,0.962827
3.13981,0.999249,0.936011,0.963416,0.935309,0.962693
3.14554,0.999247,0.935782,0.963284,0.935077,0.962558
3.15127,0.999244,0.935553,0.963152,0.934846,0.962424
3.15700,0.999241,0.935323,0.963020,0.934614,0.962289
3.16273,0.999238,0.935093,0.962888,0.934381,0.962154
3.16846,0.999236,0.934863,0.962755,0.934148,0.962019
3.17419,0.999233,0.934632,0.962622,0.933915,0.961884
3.17992,0.999230,0.934401,0.962489,0.933681,0.961748
3.18565,0.999227,0.934169,0.962356,0.933447,0.961612
3.19137,0.999225,0.933937,0.962222,0.933213,0.961476
3.19710,0.999222,0.933705,0.962089,0.932978,0.961340
3.20283,0.999219,0.933472,0.961955,0.932743,0.961203
3.20856,0.999216,0.933239,0.961821,0.932508,0.961067
3.21429,0.999213,0.933005,0.961686,0.932272,0.960930
3.22002,0.999211,0.932772,0.961552,0.932035,0.960792
3.22575,0.999208,0.932537,0.961417,0.931799,0.960655
3.23148,0.999205,0.932303,0.961282,0.931561,0.960517
3.23721,0.999202,0.932068,0.961146,0.931324,0.960379
3.24294,0.999199,0.931832,0.961011,0.931086,0.960241
3.24867,0.999196,0.931597,0.960875,0.930848,0.960103
3.25440,0.999194,0.931360,0.960739,0.930609,0.959964
3.26013,0.999191,0.931124,0.960603,0.930370,0.959826
3.26586,0.999188,0.930887,0.960466,0.930131,0.959687
3.27159,0.999185,0.930650,0.960330,0.929891,0.959547
3.27732,0.999182,0.930412,0.960193,0.929651,0.959408
3.28305,0.999179,0.930174,0.960056,0.929411,0.959268
3.28878,0.999177,0.929935,0.959919,0.929170,0.959128
3.29451,0.999174,0.929697,0.959781,0.928928,0.958988
3.30024,0.999171,0.929457,0.959643,0.928687,0.958847
3.30597,0.999168,0.929218,0.959505,0.928445,0.958707
3.31170,0.999165,0.928978,0.959367,0.928202,0.958566
3.31743,0.999162,0.928738,0.959229,0.927959,0.958425
3.32316,0.999159,0.928497,0.959090,0.927716,0.958284
3.32888,0.999156,0.928256,0.958951,0.927473,0.958142
3.33461,0.999153,0.928014,0.958812,0.927229,0.958000
3.34034,0.999151,0.927773,0.958673,0.926985,0.957858
3.34607,0.999148,0.927530,0.958533,0.926740,0.957716
3.35180,0.999145,0.927288,0.958393,0.926495,0.957574
3.35753,0.999142,0.927045,0.958253,0.926249,0.957431
3.36326,0.999139,0.926802,0.958113,0.926003,0.957288
3.36899,0.999136,0.926558,0.957973,0.925757,0.957145
3.37472,0.999133,0.926314,0.957832,0.925511,0.957001
3.38045,0.999130,0.926069,0.957691,0.925264,0.956858
3.38618,0.999127,0.925825,0.957550,0.925016,0.956714
3.39191,0.999124,0.925579,0.957409,0.924769,0.956570
3.39764,0.999121,0.925334,0.957267,0.924521,0.956426
3.40337,0.999118,0.925088,0.957125,0.924272,0.956281
3.40910,0.999115,0.924842,0.956983,0.924023,0.956136
3.41483,0.999112,0.924595,0.956841,0.923774,0.955992
3.42056,0.999109,0.924348,0.956699,0.923524,0.955846
3.42629,0.999106,0.924100,0.956556,0.923274,0.955701
3.43202,0.999103,0.923852,0.956413,0.923024,0.955555
3.43775,0.999100,0.923604,0.956270,0.922773,0.955409
3.44348,0.999097,0.923356,0.956127,0.922522,0.955263
3.44921,0.999094,0.923107,0.955983,0.922271,0.955117
3.45494,0.999091,0.922858,0.955839,0.922019,0.954971
3.46067,0.999088,0.922608,0.955695,0.921767,0.954824
3.46639,0.999085,0.922358,0.955551,0.921514,0.954677
3.47212,0.999082,0.922107,0.955406,0.921261,0.954530
3.47785,0.999079,0.921857,0.955262,0.921008,0.954382
3.48358,0.999076,0.921605,0.955117,0.920754,0.954235
3.48931,0.999073,0.921354,0.954972,0.920500,0.954087
3.49504,0.999070,0.921102,0.954826,0.920245,0.953939
3.50077,0.999067,0.920850,0.954681,0.919991,0.953790
3.50650,0.999064,0.920597,0.954535,0.919735,0.953642
3.51223,0.999061,0.920344,0.954389,0.919480,0.953493
3.51796,0.999058,0.920091,0.954243,0.919224,0.953344
3.52369,0.999055,0.919837,0.954097,0.918967,0.953195
3.52942,0.999052,0.919583,0.953950,0.918711,0.953045
3.53515,0.999049,0.919328,0.953803,0.918454,0.952896
3.54088,0.999045,0.919073,0.953656,0.918196,0.952746
3.54661,0.999042,0.918818,0.953509,0.917938,0.952595
3.55234,0.999039,0.918563,0.953361,0.917680,0.952445
3.55807,0.999036,0.918307,0.953213,0.917422,0.952295
3.56380,0.999033,0.918050,0.953065,0.917163,0.952144
3.56953,0.999030,0.917794,0.952917,0.916903,0.951993
3.57526,0.999027,0.917537,0.952769,0.916644,0.951841
3.58099,0.999024,0.917279,0.952620,0.916384,0.951690
3.58672,0.999021,0.917021,0.952471,0.916123,0.951538
3.59245,0.999017,0.916763,0.952322,0.915862,0.951386
3.59817,0.999014,0.916505,0.952173,0.915601,0.951234
3.60390,0.999011,0.916246,0.952023,0.915340,0.951082
3.60963,0.999008,0.915986,0.951874,0.915078,0.950929
3.61536,0.999005,0.915727,0.951724,0.914816,0.950777
3.62109,0.999002,0.915467,0.951573,0.914553,0.950623
3.62682,0.998999,0.915206,0.951423,0.914290,0.950470
3.63255,0.998995,0.914946,0.951272,0.914026,0.950317
3.63828,0.998992,0.914684,0.951122,0.913763,0.950163
3.64401,0.998989,0.914423,0.950970,0.913499,0.950009
3.64974,0.998986,0.914161,0.950819,0.913234,0.949855
3.65547,0.998983,0.913899,0.950668,0.912969,0.949701
3.66120,0.998980,0.913636,0.950516,0.912704,0.949546
3.66693,0.998976,0.913373,0.950364,0.912439,0.949391
3.67266,0.998973,0.913110,0.950212,0.912173,0.949236
3.67839,0.998970,0.912847,0.950060,0.911906,0.949081
3.68412,0.998967,0.912583,0.949907,0.911640,0.948925
3.68985,0.998964,0.912318,0.949754,0.911373,0.948770
3.69558,0.998960,0.912053,0.949601,0.911105,0.948614
3.70131,0.998957,0.911788,0.949448,0.910837,0.948458
3.70704,0.998954,0.911523,0.949294,0.910569,0.948301
3.71277,0.998951,0.911257,0.949141,0.910301,0.948145
3.71850,0.998947,0.910991,0.948987,0.910032,0.947988
3.72423,0.998944,0.910724,0.948833,0.909763,0.947831
3.72996,0.998941,0.910457,0.948678,0.909493,0.947674
3.73568,0.998938,0.910190,0.948524,0.909223,0.947516
3.74141,0.998934,0.909922,0.948369,0.908953,0.947358
3.74714,0.998931,0.909654,0.948214,0.908682,0.947201
3.75287,0.998928,0.909386,0.948059,0.908411,0.947042
3.75860,0.998925,0.909117,0.947904,0.908139,0.946884
3.76433,0.998921,0.908848,0.947748,0.907868,0.946726
3.77006,0.998918,0.908579,0.947592,0.907596,0.946567
3.77579,0.998915,0.908309,0.947436,0.907323,0.946408
3.78152,0.998911,0.908039,0.947280,0.907050,0.946248
3.78725,0.998908,0.907768,0.947123,0.906777,0.946089
3.79298,0.998905,0.907497,0.946966,0.906503,0.945929
3.79871,0.998901,0.907226,0.946810,0.906229,0.945769
3.80444,0.998898,0.906954,0.946652,0.905955,0.945609
3.81017,0.998895,0.906682,0.946495,0.905680,0.945449
3.81590,0.998892,0.906410,0.946337,0.905405,0.945288
3.82163,0.998888,0.906137,0.946180,0.905130,0.945128
3.82736,0.998885,0.905864,0.946022,0.904854,0.944967
3.83309,0.998882,0.905591,0.945863,0.904578,0.944805
3.83882,0.998878,0.905317,0.945705,0.904301,0.944644
3.84455,0.998875,0.905043,0.945546,0.904025,0.944482
3.85028,0.998871,0.904768,0.945387,0.903747,0.944320
3.85601,0.998868,0.904494,0.945228,0.903470,0.944158
3.86174,0.998865,0.904218,0.945069,0.903192,0.943996
3.86747,0.998861,0.903943,0.944909,0.902914,0.943834
3.87319,0.998858,0.903667,0.944750,0.902635,0.943671
3.87892,0.998855,0.903391,0.944590,0.902356,0.943508
3.88465,0.998851,0.903114,0.944430,0.902077,0.943345
3.89038,0.998848,0.902837,0.944269,0.901797,0.943181
3.89611,0.998844,0.902560,0.944109,0.901517,0.943018
3.90184,0.998841,0.902282,0.943948,0.901236,0.942854
3.90757,0.998838,0.902004,0.943787,0.900956,0.942690
3.91330,0.998834,0.901726,0.943625,0.900674,0.942525
3.91903,0.998831,0.901447,0.943464,0.900393,0.942361
3.92476,0.998827,0.901168,0.943302,0.900111,0.942196
3.93049,0.998824,0.900888,0.943140,0.899829,0.942031
3.93622,0.998821,0.900608,0.942978,0.899546,0.941866
3.94195,0.998817,0.900328,0.942816,0.899263,0.941701
3.94768,0.998814,0.900048,0.942653,0.898980,0.941535
3.95341,0.998810,0.899767,0.942491,0.898696,0.941369
3.95914,0.998807,0.899486,0.942328,0.898412,0.941203
3.96487,0.998803,0.899204,0.942165,0.898128,0.941037
3.97060,0.998800,0.898922,0.942001,0.897843,0.940871
3.97633,0.998796,0.898640,0.941838,0.897558,0.940704
3.98206,0.998793,0.898357,0.941674,0.897273,0.940537
3.98779,0.998789,0.898074,0.941510,0.896987,0.940370
3.99352,0.998786,0.897791,0.941345,0.896701,0.940203
3.99925,0.998782,0.897507,0.941181,0.896414,0.940035
4.00497,0.998779,0.897223,0.941016,0.896128,0.939867
4.01070,0.998776,0.896939,0.940851,0.895840,0.939699
4.01643,0.998772,0.896654,0.940686,0.895553,0.939531
4.02216,0.998768,0.896369,0.940521,0.895265,0.939363
4.02789,0.998765,0.896083,0.940355,0.894977,0.939194
4.03362,0.998761,0.895798,0.940190,0.894688,0.939025
4.03935,0.998758,0.895511,0.940024,0.894399,0.938856
4.04508,0.998754,0.895225,0.939858,0.894110,0.938687
4.05081,0.998751,0.894938,0.939691,0.893820,0.938517
4.05654,0.998747,0.894651,0.939525,0.893530,0.938348
4.06227,0.998744,0.894363,0.939358,0.893240,0.938178
4.06800,0.998740,0.894075,0.939191,0.892949,0.938008
4.07373,0.998737,0.893787,0.939024,0.892658,0.937837
4.07946,0.998733,0.893498,0.938856,0.892367,0.937667
4.08519,0.998730,0.893210,0.938689,0.892075,0.937496
4.09092,0.998726,0.892920,0.938521,0.891783,0.937325
4.09665,0.998722,0.892631,0.938353,0.891490,0.937154
4.10238,0.998719,0.892341,0.938184,0.891197,0.936982
4.10811,0.998715,0.892050,0.938016,0.890904,0.936811
4.11384,0.998712,0.891760,0.937847,0.890611,0.936639
4.11957,0.998708,0.891469,0.937678,0.890317,0.936467
4.12530,0.998705,0.891177,0.937509,0.890023,0.936295
4.13103,0.998701,0.890885,0.937340,0.889728,0.936122
4.13676,0.998697,0.890593,0.937170,0.889433,0.935949
4.14248,0.998694,0.890301,0.937000,0.889138,0.935776
4.14821,0.998690,0.890008,0.936830,0.888842,0.935603
4.15394,0.998687,0.889715,0.936660,0.888546,0.935430
4.15967,0.998683,0.889422,0.936490,0.888250,0.935256
4.16540,0.998679,0.889128,0.936319,0.887953,0.935083
4.17113,0.998676,0.888834,0.936148,0.887656,0.934909
4.17686,0.998672,0.888539,0.935977,0.887359,0.934734
4.18259,0.998668,0.888244,0.935806,0.887061,0.934560
4.18832,0.998665,0.887949,0.935635,0.886763,0.934385
4.19405,0.998661,0.887654,0.935463,0.886465,0.934210
4.19978,0.998657,0.887358,0.935291,0.886166,0.934035
4.20551,0.998654,0.887061,0.935119,0.885867,0.933860
4.21124,0.998650,0.886765,0.934947,0.885568,0.933685
4.21697,0.998646,0.886468,0.934774,0.885268,0.933509
4.22270,0.998643,0.886171,0.934602,0.884968,0.933333
4.22843,0.998639,0.885873,0.934429,0.884668,0.933157
4.23416,0.998635,0.885575,0.934256,0.884367,0.932981
4.23989,0.998632,0.885277,0.934082,0.884066,0.932804
4.24562,0.998628,0.884978,0.933909,0.883764,0.932627
4.25135,0.998624,0.884679,0.933735,0.883462,0.932450
4.25708,0.998621,0.884380,0.933561,0.883160,0.932273
4.26281,0.998617,0.884081,0.933387,0.882858,0.932096
4.26854,0.998613,0.883781,0.933212,0.882555,0.931918
4.27427,0.998609,0.883480,0.933038,0.882252,0.931740
4.27999,0.998606,0.883180,0.932863,0.881948,0.931562
4.28572,0.998602,0.882879,0.932688,0.881644,0.931384
4.29145,0.998598,0.882577,0.932513,0.881340,0.931205
4.29718,0.998594,0.882276,0.932337,0.881035,0.931027
4.30291,0.998591,0.881974,0.932162,0.880731,0.930848
4.30864,0.998587,0.881671,0.931986,0.880425,0.930669
4.31437,0.998583,0.881369,0.931810,0.880120,0.930490
4.32010,0.998579,0.881065,0.931634,0.879814,0.930310
4.32583,0.998576,0.880762,0.931457,0.879508,0.930130
4.33156,0.998572,0.880458,0.931280,0.879201,0.929950
4.33729,0.998568,0.880154,0.931103,0.878894,0.929770
4.34302,0.998564,0.879850,0.930926,0.878587,0.929590
4.34875,0.998560,0.879545,0.930749,0.878279,0.929409
4.35448,0.998557,0.879240,0.930572,0.877971,0.929228
4.36021,0.998553,0.878935,0.930394,0.877663,0.929047
4.36594,0.998549,0.878629,0.930216,0.877354,0.928866
4.37167,0.998545,0.878323,0.930038,0.877045,0.928685
4.37740,0.998541,0.878017,0.929859,0.876736,0.928503
4.38313,0.998538,0.877710,0.929681,0.876426,0.928321
4.38886,0.998534,0.877403,0.929502,0.876116,0.928139
4.39459,0.998530,0.877095,0.929323,0.875806,0.927957
4.40032,0.998526,0.876788,0.929144,0.875495,0.927775
4.40605,0.998522,0.876480,0.928965,0.875184,0.927592
4.41178,0.998518,0.876171,0.928785,0.874873,0.927409
4.41750,0.998515,0.875862,0.928605,0.874561,0.927226
4.42323,0.998511,0.875553,0.928425,0.874249,0.927043
4.42896,0.998507,0.875244,0.928245,0.873937,0.926859
4.43469,0.998503,0.874934,0.928065,0.873624,0.926676
4.44042,0.998499,0.874624,0.927884,0.873311,0.926492
4.44615,0.998495,0.874314,0.927703,0.872998,0.926307
4.45188,0.998491,0.874003,0.927522,0.872684,0.926123
4.45761,0.998488,0.873692,0.927341,0.872370,0.925939
4.46334,0.998484,0.873380,0.927160,0.872056,0.925754
4.46907,0.998480,0.873069,0.926978,0.871741,0.925569
4.47480,0.998476,0.872757,0.926796,0.871426,0.925384
4.48053,0.998472,0.872444,0.926614,0.871111,0.925198
4.48626,0.998468,0.872131,0.926432,0.870795,0.925013
4.49199,0.998464,0.871818,0.926249,0.870479,0.924827
4.49772,0.998460,0.871505,0.926067,0.870163,0.924641
4.50345,0.998456,0.871191,0.925884,0.869846,0.924455
4.50918,0.998452,0.870877,0.925701,0.869529,0.924268
4.51491,0.998448,0.870563,0.925518,0.869212,0.924082
4.52064,0.998445,0.870248,0.925334,0.868894,0.923895
4.52637,0.998441,0.869933,0.925150,0.868576,0.923708
4.53210,0.998437,0.869618,0.924967,0.868258,0.923521
4.53783,0.998433,0.869302,0.924782,0.867939,0.923333
4.54356,0.998429,0.868986,0.924598,0.867620,0.923145
4.54928,0.998425,0.868670,0.924414,0.867301,0.922958
4.55501,0.998421,0.868353,0.924229,0.866981,0.922769
4.56074,0.998417,0.868036,0.924044,0.866662,0.922581
4.56647,0.998413,0.867718,0.923859,0.866341,0.922393
4.57220,0.998409,0.867401,0.923674,0.866021,0.922204
4.57793,0.998405,0.867083,0.923488,0.865700,0.922015
4.58366,0.998401,0.866764,0.923302,0.865378,0.921826
4.58939,0.998397,0.866446,0.923117,0.865057,0.921637
4.59512,0.998393,0.866127,0.922930,0.864735,0.921447
4.60085,0.998389,0.865807,0.922744,0.864412,0.921257
4.60658,0.998385,0.865488,0.922558,0.864090,0.921067
4.61231,0.998381,0.865168,0.922371,0.863767,0.920877
4.61804,0.998377,0.864848,0.922184,0.863444,0.920687
4.62377,0.998373,0.864527,0.921997,0.863120,0.920496
4.62950,0.998369,0.864206,0.921809,0.862796,0.920306
4.63523,0.998365,0.863885,0.921622,0.862472,0.920115
4.64096,0.998361,0.863563,0.921434,0.862147,0.919924
4.64669,0.998357,0.863241,0.921246,0.861823,0.919732
4.65242,0.998353,0.862919,0.921058,0.861497,0.919541
4.65815,0.998348,0.862596,0.920870,0.861172,0.919349
4.66388,0.998344,0.862273,0.920681,0.860846,0.919157
4.66961,0.998340,0.861950,0.920492,0.860520,0.918965
4.67534,0.998336,0.861627,0.920303,0.860193,0.918772
4.68107,0.998332,0.861303,0.920114,0.859866,0.918580
4.68679,0.998328,0.860979,0.919925,0.859539,0.918387
4.69252,0.998324,0.860654,0.919735,0.859212,0.918194
4.69825,0.998320,0.860329,0.919546,0.858884,0.918001
4.70398,0.998316,0.860004,0.919356,0.858556,0.917807
4.70971,0.998312,0.859679,0.919165,0.858227,0.917614
4.71544,0.998308,0.859353,0.918975,0.857899,0.917420
4.72117,0.998304,0.859027,0.918784,0.857570,0.917226
4.72690,0.998299,0.858700,0.918594,0.857240,0.917032
4.73263,0.998295,0.858374,0.918403,0.856910,0.916837
4.73836,0.998291,0.858047,0.918212,0.856580,0.916643
4.74409,0.998287,0.857719,0.918020,0.856250,0.916448
4.74982,0.998283,0.857391,0.917829,0.855919,0.916253
4.75555,0.998279,0.857063,0.917637,0.855588,0.916057
4.76128,0.998275,0.856735,0.917445,0.855257,0.915862
4.76701,0.998270,0.856406,0.917253,0.854925,0.915666
4.77274,0.998266,0.856077,0.917060,0.854593,0.915470
4.77847,0.998262,0.855748,0.916868,0.854261,0.915274
4.78420,0.998258,0.855419,0.916675,0.853928,0.915078
4.78993,0.998254,0.855089,0.916482,0.853595,0.914882
4.79566,0.998250,0.854758,0.916289,0.853262,0.914685
4.80139,0.998245,0.854428,0.916096,0.852929,0.914488
4.80712,0.998241,0.854097,0.915902,0.852595,0.914291
4.81285,0.998237,0.853766,0.915708,0.852260,0.914094
4.81858,0.998233,0.853434,0.915514,0.851926,0.913896
4.82430,0.998229,0.853102,0.915320,0.851591,0.913699
4.83003,0.998224,0.852770,0.915126,0.851256,0.913501
4.83576,0.998220,0.852438,0.914931,0.850920,0.913303
4.84149,0.998216,0.852105,0.914736,0.850585,0.913105
4.84722,0.998212,0.851772,0.914541,0.850249,0.912906
4.85295,0.998208,0.851438,0.914346,0.849912,0.912707
4.85868,0.998203,0.851105,0.914151,0.849575,0.912509
